centre,left,right,sa
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_207.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_207.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_207.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_276.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_276.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_276.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_351.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_351.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_351.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_420.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_420.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_420.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_499.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_499.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_499.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_574.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_574.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_574.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_644.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_644.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_644.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_725.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_725.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_725.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_793.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_793.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_793.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_869.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_869.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_869.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_03_938.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_03_938.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_03_938.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_017.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_017.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_017.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_094.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_094.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_094.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_176.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_176.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_176.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_249.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_249.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_249.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_317.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_317.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_317.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_392.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_392.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_392.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_463.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_463.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_463.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_540.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_540.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_540.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_610.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_610.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_610.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_685.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_685.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_685.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_753.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_753.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_753.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_825.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_825.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_825.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_894.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_894.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_894.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_04_961.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_04_961.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_04_961.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_040.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_040.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_040.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_117.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_117.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_117.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_186.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_186.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_186.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_256.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_256.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_256.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_326.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_326.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_326.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_401.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_401.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_401.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_474.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_474.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_474.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_542.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_542.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_542.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_614.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_614.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_614.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_686.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_686.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_686.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_757.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_757.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_757.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_826.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_826.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_826.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_894.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_894.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_894.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_05_971.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_05_971.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_05_971.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_037.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_037.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_037.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_104.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_104.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_104.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_184.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_184.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_184.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_266.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_266.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_266.jpg,-0.1
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_338.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_338.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_338.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_406.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_406.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_406.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_486.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_486.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_558.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_558.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_558.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_633.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_633.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_633.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_709.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_709.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_709.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_792.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_792.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_792.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_871.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_871.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_871.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_06_942.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_06_942.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_06_942.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_016.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_016.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_016.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_086.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_086.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_086.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_166.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_166.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_166.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_236.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_236.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_236.jpg,-0.15
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_305.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_305.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_305.jpg,-0.35
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_374.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_374.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_374.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_451.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_451.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_451.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_526.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_526.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_526.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_603.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_603.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_603.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_675.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_675.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_675.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_746.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_746.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_746.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_817.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_817.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_817.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_889.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_889.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_889.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_07_956.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_07_956.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_07_956.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_024.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_024.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_024.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_095.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_095.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_095.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_163.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_163.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_163.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_230.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_230.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_230.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_298.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_298.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_298.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_368.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_368.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_368.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_440.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_440.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_440.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_518.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_518.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_518.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_590.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_590.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_590.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_664.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_664.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_664.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_730.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_730.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_730.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_797.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_797.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_797.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_874.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_874.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_874.jpg,-0.2
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_08_951.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_08_951.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_08_951.jpg,-0.4
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_030.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_030.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_030.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_104.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_104.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_104.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_183.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_183.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_183.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_264.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_264.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_264.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_339.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_339.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_339.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_408.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_408.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_408.jpg,-0.05
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_483.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_483.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_483.jpg,-0.25
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_551.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_551.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_551.jpg,-0.4
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_618.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_618.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_618.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_687.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_687.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_687.jpg,0
C:\Users\admin\ML\car-behavioral-cloning-master\IMG\center_2019_03_05_22_43_09_755.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\left_2019_03_05_22_43_09_755.jpg,C:\Users\admin\ML\car-behavioral-cloning-master\IMG\right_2019_03_05_22_43_09_755.jpg,0
